"Scala 27-21-27","27-21-27","#982d30"
"Scala 27-21-30","27-21-30","#a23940"
"Scala 27-24-24","27-24-24","#b42624"
"Scala 27-24-27","27-24-27","#a23230"
"Scala 27-24-30","27-24-30","#993133"
"Scala 30-06-06","30-06-06","#ebdcda"
"Scala 30-06-09","30-06-09","#decccc"
"Scala 30-06-12","30-06-12","#d4c4c5"
"Scala 30-06-15","30-06-15","#b7a9a9"
"Scala 30-06-18","30-06-18","#a59295"
"Scala 30-06-21","30-06-21","#8b7477"
"Scala 30-06-24","30-06-24","#735e61"
"Scala 30-06-27","30-06-27","#5e4a4f"
"Scala 30-06-30","30-06-30","#493a3f"
"Scala 30-09-03","30-09-03","#f8e4e1"
"Scala 30-09-06","30-09-06","#f2dbdb"
"Scala 30-09-09","30-09-09","#e5caca"
"Scala 30-09-12","30-09-12","#dcb7b7"
"Scala 30-09-15","30-09-15","#d49fa0"
"Scala 30-09-18","30-09-18","#c78787"
"Scala 30-09-21","30-09-21","#9c7374"
"Scala 30-09-24","30-09-24","#845c5f"
"Scala 30-09-27","30-09-27","#694349"
"Scala 30-09-30","30-09-30","#4e3238"
"Scala 30-12-21","30-12-21","#a2696d"
"Scala 30-12-24","30-12-24","#8e5258"
"Scala 30-12-27","30-12-27","#723f47"
"Scala 30-12-30","30-12-30","#562c36"
"Scala 30-15-06","30-15-06","#f9d8d7"
"Scala 30-15-09","30-15-09","#f5c7c6"
"Scala 30-15-12","30-15-12","#ebb3b2"
"Scala 30-15-15","30-15-15","#e09a99"
"Scala 30-15-18","30-15-18","#d18381"
"Scala 30-15-21","30-15-21","#c77578"
"Scala 30-15-24","30-15-24","#b56262"
"Scala 30-15-27","30-15-27","#944b4d"
"Scala 30-15-30","30-15-30","#803945"
"Scala 30-15-33","30-15-33","#632734"
"Scala 30-18-12","30-18-12","#efaeb4"
"Scala 30-18-15","30-18-15","#ea9199"
"Scala 30-18-18","30-18-18","#d96a75"
"Scala 30-18-21","30-18-21","#c65660"
"Scala 30-18-24","30-18-24","#c44551"
"Scala 30-18-27","30-18-27","#a83146"
"Scala 30-18-30","30-18-30","#8d2835"
"Scala 30-18-33","30-18-33","#6c2c33"
"Scala 30-21-21","30-21-21","#c65667"
"Scala 30-21-24","30-21-24","#a04655"
"Scala 30-24-21","30-24-21","#b13741"
"Scala 30-24-24","30-24-24","#9c313e"
"Scala 33-06-03","33-06-03","#efe9e8"
"Scala 33-06-06","33-06-06","#ecdfdd"
"Scala 33-06-09","33-06-09","#dacdcc"
"Scala 33-06-12","33-06-12","#ccc1c1"
"Scala 33-06-15","33-06-15","#b8adae"
"Scala 33-06-17","33-06-17","#aca1a2"
"Scala 33-06-18","33-06-18","#a59a9a"
"Scala 33-06-21","33-06-21","#9a9190"
"Scala 33-06-24","33-06-24","#827476"
"Scala 33-06-27","33-06-27","#6c5f62"
"Scala 33-06-30","33-06-30","#544a50"
"Scala 33-09-12","33-09-12","#e2cdd0"
"Scala 33-09-13","33-09-13","#d2bcbf"
"Scala 33-09-15","33-09-15","#c5acae"
"Scala 33-09-16","33-09-16","#b7a0a1"
"Scala 33-09-17","33-09-17","#a89196"
"Scala 33-09-18","33-09-18","#997f83"
"Scala 33-09-21","33-09-21","#99747c"
"Scala 33-09-24","33-09-24","#7c5962"
"Scala 33-09-27","33-09-27","#65414c"
"Scala 33-09-30","33-09-30","#592f3a"
"Scala 33-12-06","33-12-06","#efdede"
"Scala 33-12-09","33-12-09","#e4cacd"
"Scala 33-12-12","33-12-12","#e1b8bd"
"Scala 33-12-15","33-12-15","#d4a0a8"
"Scala 33-12-17","33-12-17","#be9198"
"Scala 33-12-18","33-12-18","#b8858e"
"Scala 33-12-21","33-12-21","#a16c7b"
"Scala 33-12-24","33-12-24","#8c5869"
"Scala 33-12-27","33-12-27","#6f3e50"
"Scala 33-12-30","33-12-30","#512e3f"
"Scala 33-15-21","33-15-21","#ad657a"
"Scala 33-15-24","33-15-24","#8c4453"
"Scala 33-15-27","33-15-27","#67283f"
"Scala 33-18-24","33-18-24","#af344d"
"Scala 33-18-27","33-18-27","#80273e"
"Scala 36-03-03","36-03-03","#f0e7e8"
"Scala 36-03-06","36-03-06","#e6dedf"
"Scala 36-03-09","36-03-09","#d6cfd1"
"Scala 36-03-12","36-03-12","#c4bbbe"
"Scala 36-03-15","36-03-15","#b8aeb1"
"Scala 36-03-18","36-03-18","#9b9194"
"Scala 36-03-21","36-03-21","#80787c"
"Scala 36-03-24","36-03-24","#696066"
"Scala 36-03-27","36-03-27","#534b52"
"Scala 36-03-30","36-03-30","#413a41"
"Scala 36-06-03","36-06-03","#f2e7e8"
"Scala 36-06-06","36-06-06","#ecdbe0"
"Scala 36-06-09","36-06-09","#e2ccd4"
"Scala 36-06-12","36-06-12","#d9bdc8"
"Scala 36-06-15","36-06-15","#c4a7b3"
"Scala 36-06-18","36-06-18","#ad8a99"
"Scala 36-06-21","36-06-21","#917180"
"Scala 36-06-24","36-06-24","#795b6a"
"Scala 36-06-27","36-06-27","#604553"
"Scala 36-06-30","36-06-30","#4d3543"
"Scala 36-06-33","36-06-33","#412d38"
"Scala 36-09-06","36-09-06","#eed5de"
"Scala 36-09-09","36-09-09","#efc5d5"
